Date,Close,High,Low,Open,Volume,Returns,Log_Returns,Rolling_Mean_5,Rolling_Std_5,Rolling_Volatility_10,RSI,MACD,MACD_Signal,EMA20,EMA50,BB_High,BB_Low,ATR,Target_Return
2000-03-14,90.57737731933594,95.63874415440942,88.57391961378602,95.1115184424226,39106800,-0.036995524424881784,-0.037697219660939744,94.41557159423829,2.58027973792953,0.028592007447751196,53.36957158036425,3.1847421029986123,3.219640556515815,90.30587085905249,85.74968678119211,98.25051203228189,81.5103766395931,3.911377249976365,-0.041909398442978946
2000-03-15,86.78133392333984,90.26102288988932,85.93777296175209,89.83924240909545,51202600,-0.041909398442978946,-0.04281293183274708,93.00260772705079,4.318749449480909,0.03143010986220102,46.48731339334764,2.5145697622695593,3.0786263976665635,89.97020067469892,85.79014353186457,98.14750746324256,81.81636125013634,3.9633934719483284,0.05710819094081789
2000-03-16,91.73725891113281,92.15903941187365,85.19966114964978,88.89024053113214,55282200,0.05710819094081789,0.055537058263849505,91.94815673828126,3.6943491882497366,0.03593779969243642,54.70045520405627,2.3561943403568364,2.9341399862046185,90.13849193531166,86.02336374281627,98.12389253327429,82.57809339812219,4.177392385539438,0.01896569131581963
2000-03-17,93.47711944580078,93.68800973219854,91.05188115222671,91.10460372382614,31422400,0.01896569131581963,0.018788084700094673,91.32603149414062,2.8926461129906653,0.03155041560715256,57.18487066177452,2.344052108400348,2.8161224106437643,90.45645646012015,86.31566788803136,98.3530909113703,83.08173956348323,4.06730211371318,-0.028200736959540354
2000-03-20,90.84099578857422,94.0570728304216,89.62837657607439,93.63529223476948,21167200,-0.028200736959540354,-0.028606015355487582,90.68281707763671,2.4585403268728765,0.032622049781396135,52.48782297205897,2.0975370524915746,2.672405339013326,90.49307925330625,86.49313172726833,97.88275271412219,84.332372560536,4.093115980901326,0.03772485953509747
2000-03-21,94.26795959472656,94.42612731216738,87.36130259981091,89.52292807150208,33435100,0.03772485953509747,0.037030681721733176,91.42093353271484,2.928127899117884,0.03472531978346915,57.387923065278805,2.153870949891541,2.568698461188969,90.85259166677486,86.7980269377569,97.5305537050209,85.7812009031334,4.305380890290978,0.020134122268812688
2000-03-22,96.16596221923828,97.82672307993236,93.74072413695487,95.744181683189,24370200,0.020134122268812688,0.019934111072213805,93.29785919189453,2.1018381850508994,0.035153045794930976,59.85725279818191,2.3248692731728937,2.519932623585754,91.35862695748565,87.16539694879539,97.99533707545748,86.13888915134916,4.289710751197158,0.017543980740463948
2000-03-23,97.85309600830078,99.32932806015015,95.79691565036774,96.57457360625267,19227400,0.017543980740463948,0.01739186171542159,94.52102661132812,2.6694995580615126,0.033934592002220466,61.967064184718446,2.566934252954738,2.5293329494595507,91.97714781946804,87.58452240210933,98.80850636840076,86.12709925293713,4.235618012524676,0.013469957938689365
2000-03-24,99.17117309570312,101.64913435859417,97.02272795819653,99.10526987062623,22063000,0.013469957938689365,0.013380044574869637,95.65983734130859,3.2616936675703876,0.034067810940154264,63.5776379448239,2.832479241203899,2.58996220780842,92.66229308387138,88.03890086068164,99.63305900562807,86.44136192332701,4.263531468801316,0.0015945607530185642
2000-03-27,99.32930755615234,100.80553930327139,98.80208193218127,99.54019780574077,11752600,0.0015945607530185642,0.0015932907908629945,97.35749969482421,2.144065806990311,0.03250376432994856,63.77583152715422,3.020863058002419,2.6761423778472198,93.29724684313622,88.48166190756285,100.28389650823819,86.95042050836337,4.102097604679089,-0.025477424231473127
